"source","table","year","port_complex","category","species","landings_lb","value_usd"
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Halibut, California",70283,129606
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Halibut, Pacific",304,570
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Lingcod",611114,226443
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Mackerel, jack",4,0.2
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Mackerel, unspecified",131,32
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Sablefish",1070535,466960
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Salmon",5960,11900
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Salmon, Chinook",1119535,2512053
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Salmon, coho",115174,204188
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Salmon, pink",3024,2266
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Sanddab",38465,9648
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Shark, blue",123,43
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Shark, soupfin",2695,3305
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Shark, unspecified",246,252
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Skate, unspecified",381,75
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Smelt, night",1208,362
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Smelt, surf",25,4
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Smelt, whitebait",10681,3479
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Smelts, true",255,89
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Sole, Dover",2152570,595561
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Sole, English",366710,136984
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Sole, fantail",69370,23170
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Sole, petrale",262001,190218
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Sole, rex",260151,96049
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Sole, rock",6716,2698
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Sole, sand",426,230
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Surfperch, redtail",266,240
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Surfperch, unspecified",504,209
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Thornyheads (unspecified)",702190,260462
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Tuna, albacore",43030,37050
"FB 181","Table 5c",1989,"Fort Bragg","Fish","Turbot",15,5
"FB 181","Table 5c",1989,"Fort Bragg","Miscellaneous invertebrates","Unspecified species",3105,2484
"FB 181","Table 5c",1989,"Fort Bragg","Mollusks","Abalone, black",1619,564
"FB 181","Table 5c",1989,"Fort Bragg","Mollusks","Octopus, unspecified",3227,2857
"FB 181","Table 5c",1989,"Fort Bragg","Mollusks","Squid, market",1356,366
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, black",9111,5604
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, blackgill",250,113
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, blue",10481,4002
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, brown",1085,314
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, canary",7427,5744
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, China",3515,3844
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, copper",15967,7999
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, group bocaccio/chilipepper",238561,71439
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, group bolina",730,827
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, group gopher",2857,1741
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, group red",1128068,501772
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, group rosefish",73062,18419
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, group small",28548,8102
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, unspecified",2166096,622739
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, vermilion",382,256
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, widow",249916,66272
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, yelloweye",9477,6457
"FB 181","Table 5c",1989,"Fort Bragg","Rockfish","Rockfish, yellowtail",4516,1757
"FB 181","Table 5c",1989,"Los Angeles","Crustaceans","Crab, claws",5740,1361
"FB 181","Table 5c",1989,"Los Angeles","Crustaceans","Crab, Dungeness",1342,3265
"FB 181","Table 5c",1989,"Los Angeles","Crustaceans","Crab, rock unspecified",174149,182301
"FB 181","Table 5c",1989,"Los Angeles","Crustaceans","Crab, spider",15841,7133
"FB 181","Table 5c",1989,"Los Angeles","Crustaceans","Lobster, California spiny",283125,1571132
"FB 181","Table 5c",1989,"Los Angeles","Crustaceans","Prawn, ridgeback",533,1547
"FB 181","Table 5c",1989,"Los Angeles","Crustaceans","Prawn, spot",60437,270064
"FB 181","Table 5c",1989,"Los Angeles","Crustaceans","Shrimp, ghost",148,1004
"FB 181","Table 5c",1989,"Los Angeles","Crustaceans","Shrimp, red rock",18,220
"FB 181","Table 5c",1989,"Los Angeles","Crustaceans","Shrimp, unspecified",21,85
"FB 181","Table 5c",1989,"Los Angeles","Echinoderms","Echinoderm, unspecified",587,408
"FB 181","Table 5c",1989,"Los Angeles","Echinoderms","Sea cucumber, unspecified",1807,1148
"FB 181","Table 5c",1989,"Los Angeles","Echinoderms","Sea stars",5,10
"FB 181","Table 5c",1989,"Los Angeles","Echinoderms","Urchin, red",6501198,2997996
"FB 181","Table 5c",1989,"Los Angeles","Fish","Anchovy, northern",1109369,58859
"FB 181","Table 5c",1989,"Los Angeles","Fish","Barracuda, California",126916,89885
"FB 181","Table 5c",1989,"Los Angeles","Fish","Bass, barred sand",12,12
"FB 181","Table 5c",1989,"Los Angeles","Fish","Bass, giant sea",3117,3922
"FB 181","Table 5c",1989,"Los Angeles","Fish","Blacksmith",275,69
"FB 181","Table 5c",1989,"Los Angeles","Fish","Bonito, Pacific",2322521,350924
"FB 181","Table 5c",1989,"Los Angeles","Fish","Butterfish (Pacific pompano)",2628,2140
"FB 181","Table 5c",1989,"Los Angeles","Fish","Cabezon",66,151
"FB 181","Table 5c",1989,"Los Angeles","Fish","Croaker, white",256361,139604
"FB 181","Table 5c",1989,"Los Angeles","Fish","Fish, unspecified",21038,3373
"FB 181","Table 5c",1989,"Los Angeles","Fish","Flounder, unspecified",18,36
"FB 181","Table 5c",1989,"Los Angeles","Fish","Flyingfish",107369,41373
"FB 181","Table 5c",1989,"Los Angeles","Fish","Greenling, kelp",1486,1486
"FB 181","Table 5c",1989,"Los Angeles","Fish","Guitarfish, shovelnose",14195,5999
"FB 181","Table 5c",1989,"Los Angeles","Fish","Hagfish",569244,197505
"FB 181","Table 5c",1989,"Los Angeles","Fish","Halfmoon",3321,2859
"FB 181","Table 5c",1989,"Los Angeles","Fish","Halibut, California",186542,420174
"FB 181","Table 5c",1989,"Los Angeles","Fish","Herring, Pacific",10000,500
"FB 181","Table 5c",1989,"Los Angeles","Fish","Jacksmelt",1965,781
"FB 181","Table 5c",1989,"Los Angeles","Fish","Lingcod",2965,1936
"FB 181","Table 5c",1989,"Los Angeles","Fish","Lizardfish, California",17587,4270
"FB 181","Table 5c",1989,"Los Angeles","Fish","Louvar",995,1811
"FB 181","Table 5c",1989,"Los Angeles","Fish","Mackerel, jack",23597411,1477971
"FB 181","Table 5c",1989,"Los Angeles","Fish","Mackerel, Pacific",45839940,3125264
"FB 181","Table 5c",1989,"Los Angeles","Fish","Mackerel, unspecified",46184109,2938156
"FB 181","Table 5c",1989,"Los Angeles","Fish","Opah",22207,8634
"FB 181","Table 5c",1989,"Los Angeles","Fish","Opaleye",2127,1618
"FB 181","Table 5c",1989,"Los Angeles","Fish","Queenfish",80,54
"FB 181","Table 5c",1989,"Los Angeles","Fish","Sablefish",94934,91585
"FB 181","Table 5c",1989,"Los Angeles","Fish","Salmon",650,1982
"FB 181","Table 5c",1989,"Los Angeles","Fish","Salmon, Chinook",3141,9750
"FB 181","Table 5c",1989,"Los Angeles","Fish","Sanddab",2482,4921
"FB 181","Table 5c",1989,"Los Angeles","Fish","Sardine, Pacific",1113905,58484
"FB 181","Table 5c",1989,"Los Angeles","Fish","Sargo",4,3
"FB 181","Table 5c",1989,"Los Angeles","Fish","Scorpionfish, California",25605,37403
"FB 181","Table 5c",1989,"Los Angeles","Fish","Sculpin, staghorn",2483,6926
"FB 181","Table 5c",1989,"Los Angeles","Fish","Seabass, white",34730,75481
"FB 181","Table 5c",1989,"Los Angeles","Fish","Shad, American",70,46
"FB 181","Table 5c",1989,"Los Angeles","Fish","Shark, bigeye thresher",1482,1339
"FB 181","Table 5c",1989,"Los Angeles","Fish","Shark, blue",3390,710
"FB 181","Table 5c",1989,"Los Angeles","Fish","Shark, brown smoothhound",1939,1668
"FB 181","Table 5c",1989,"Los Angeles","Fish","Shark, horn",32,64
"FB 181","Table 5c",1989,"Los Angeles","Fish","Shark, leopard",13135,13141
"FB 181","Table 5c",1989,"Los Angeles","Fish","Shark, Pacific angel",11489,4000
"FB 181","Table 5c",1989,"Los Angeles","Fish","Shark, salmon",116,58
"FB 181","Table 5c",1989,"Los Angeles","Fish","Shark, shortfin mako",153591,225468
"FB 181","Table 5c",1989,"Los Angeles","Fish","Shark, soupfin",43893,38185
"FB 181","Table 5c",1989,"Los Angeles","Fish","Shark, thresher",218842,301519
"FB 181","Table 5c",1989,"Los Angeles","Fish","Shark, unspecified",4241,2586
"FB 181","Table 5c",1989,"Los Angeles","Fish","Shark, white",10,2
"FB 181","Table 5c",1989,"Los Angeles","Fish","Sheephead, California",19748,47938
"FB 181","Table 5c",1989,"Los Angeles","Fish","Silversides",1251,497
"FB 181","Table 5c",1989,"Los Angeles","Fish","Skate, unspecified",9059,2958
"FB 181","Table 5c",1989,"Los Angeles","Fish","Smelts, true",660,267
"FB 181","Table 5c",1989,"Los Angeles","Fish","Sole, English",2,2
"FB 181","Table 5c",1989,"Los Angeles","Fish","Sole, petrale",122,111
"FB 181","Table 5c",1989,"Los Angeles","Fish","Sole, sand",21,21
"FB 181","Table 5c",1989,"Los Angeles","Fish","Sole, unspecified",12211,9939
"FB 181","Table 5c",1989,"Los Angeles","Fish","Surfperch, barred",138,136
"FB 181","Table 5c",1989,"Los Angeles","Fish","Surfperch, black",455,234
"FB 181","Table 5c",1989,"Los Angeles","Fish","Surfperch, unspecified",11031,8870
"FB 181","Table 5c",1989,"Los Angeles","Fish","Surfperch, white",139,78
"FB 181","Table 5c",1989,"Los Angeles","Fish","Swordfish",410097,1778304
"FB 181","Table 5c",1989,"Los Angeles","Fish","Thornyheads (unspecified)",6639,9852
"FB 181","Table 5c",1989,"Los Angeles","Fish","Tuna, albacore",654085,25517
"FB 181","Table 5c",1989,"Los Angeles","Fish","Tuna, bluefin",2226561,744221
"FB 181","Table 5c",1989,"Los Angeles","Fish","Tuna, skipjack",9925039,27289
"FB 181","Table 5c",1989,"Los Angeles","Fish","Tuna, unspecified",157049,288418
"FB 181","Table 5c",1989,"Los Angeles","Fish","Tuna, yellowfin",38828193,543345
"FB 181","Table 5c",1989,"Los Angeles","Fish","Wahoo",150,338
"FB 181","Table 5c",1989,"Los Angeles","Fish","Whitefish, ocean",626,1077
"FB 181","Table 5c",1989,"Los Angeles","Fish","Whiting, Pacific",9048,5088
"FB 181","Table 5c",1989,"Los Angeles","Fish","Yellowtail",6784,7446
"FB 181","Table 5c",1989,"Los Angeles","Miscellaneous invertebrates","Tunicates",17,30
"FB 181","Table 5c",1989,"Los Angeles","Miscellaneous invertebrates","Worms, marine",11,22
"FB 181","Table 5c",1989,"Los Angeles","Mollusks","Abalone, black",38212,145434
"FB 181","Table 5c",1989,"Los Angeles","Mollusks","Abalone, green",19025,114428
"FB 181","Table 5c",1989,"Los Angeles","Mollusks","Abalone, pink",15039,84147
"FB 181","Table 5c",1989,"Los Angeles","Mollusks","Abalone, red",2599,10463
"FB 181","Table 5c",1989,"Los Angeles","Mollusks","Clam, California jackknife",4397,8722
"FB 181","Table 5c",1989,"Los Angeles","Mollusks","Clam, unspecified",501,376
"FB 181","Table 5c",1989,"Los Angeles","Mollusks","Mussel",9437,5691
"FB 181","Table 5c",1989,"Los Angeles","Mollusks","Octopus, unspecified",1496,963
"FB 181","Table 5c",1989,"Los Angeles","Mollusks","Oyster, California native",69,1749
"FB 181","Table 5c",1989,"Los Angeles","Mollusks","Snail, sea",12726,4741
"FB 181","Table 5c",1989,"Los Angeles","Mollusks","Squid, market",36053226,2513804
"FB 181","Table 5c",1989,"Los Angeles","Mollusks","Whelk, Kellet's",688,241
"FB 181","Table 5c",1989,"Los Angeles","Plants","Kelp",685,206
"FB 181","Table 5c",1989,"Los Angeles","Rockfish","Rockfish, blackgill",50700,30875
"FB 181","Table 5c",1989,"Los Angeles","Rockfish","Rockfish, blue",125,106
"FB 181","Table 5c",1989,"Los Angeles","Rockfish","Rockfish, chilipepper",71,43
"FB 181","Table 5c",1989,"Los Angeles","Rockfish","Rockfish, cowcod",1686,1984
"FB 181","Table 5c",1989,"Los Angeles","Rockfish","Rockfish, group bocaccio/chilipepper",145524,84243
"FB 181","Table 5c",1989,"Los Angeles","Rockfish","Rockfish, group bolina",161,266
"FB 181","Table 5c",1989,"Los Angeles","Rockfish","Rockfish, group red",108445,150723
"FB 181","Table 5c",1989,"Los Angeles","Rockfish","Rockfish, redbanded",1308,1439
"FB 181","Table 5c",1989,"Los Angeles","Rockfish","Rockfish, unspecified",105214,136682
"FB 181","Table 5c",1989,"Los Angeles","Rockfish","Rockfish, yellowtail",716,644
"FB 181","Table 5c",1989,"Monterey","Crustaceans","Crab, claws",2809,4123
"FB 181","Table 5c",1989,"Monterey","Crustaceans","Crab, Dungeness",71007,130099
"FB 181","Table 5c",1989,"Monterey","Crustaceans","Crab, rock unspecified",42384,42462
"FB 181","Table 5c",1989,"Monterey","Crustaceans","Lobster, California spiny",49,264
"FB 181","Table 5c",1989,"Monterey","Crustaceans","Prawn, spot",6439,39306
"FB 181","Table 5c",1989,"Monterey","Crustaceans","Shrimp, unspecified",366,2281
"FB 181","Table 5c",1989,"Monterey","Fish","Anchovy, northern",2047421,93883
"FB 181","Table 5c",1989,"Monterey","Fish","Barracuda, California",8,8
"FB 181","Table 5c",1989,"Monterey","Fish","Bass, barred sand",3,2
"FB 181","Table 5c",1989,"Monterey","Fish","Bass, giant sea",254,491
"FB 181","Table 5c",1989,"Monterey","Fish","Bass, kelp",55,40
"FB 181","Table 5c",1989,"Monterey","Fish","Bonito, Pacific",197,79
"FB 181","Table 5c",1989,"Monterey","Fish","Butterfish (Pacific pompano)",7377,10924
"FB 181","Table 5c",1989,"Monterey","Fish","Cabezon",1845,889
"FB 181","Table 5c",1989,"Monterey","Fish","Croaker, white",258543,73981
"FB 181","Table 5c",1989,"Monterey","Fish","Eel, wolf (wolf-eel)",135,126
"FB 181","Table 5c",1989,"Monterey","Fish","Fish, unspecified",12934,660
"FB 181","Table 5c",1989,"Monterey","Fish","Flounder, starry",9738,5893
"FB 181","Table 5c",1989,"Monterey","Fish","Flounder, unspecified",29959,18638
"FB 181","Table 5c",1989,"Monterey","Fish","Greenling, kelp",3091,829
"FB 181","Table 5c",1989,"Monterey","Fish","Grenadiers",62,16
"FB 181","Table 5c",1989,"Monterey","Fish","Halibut, California",114330,277503
"FB 181","Table 5c",1989,"Monterey","Fish","Halibut, unspecified",18,45
"FB 181","Table 5c",1989,"Monterey","Fish","Herring, Pacific",27331,6971
"FB 181","Table 5c",1989,"Monterey","Fish","Jacksmelt",2163,677
"FB 181","Table 5c",1989,"Monterey","Fish","Kahawai",308,154
"FB 181","Table 5c",1989,"Monterey","Fish","Lingcod",419290,154290
"FB 181","Table 5c",1989,"Monterey","Fish","Louvar",333,375
"FB 181","Table 5c",1989,"Monterey","Fish","Mackerel, jack",82026,3372
"FB 181","Table 5c",1989,"Monterey","Fish","Mackerel, Pacific",31490,3171
"FB 181","Table 5c",1989,"Monterey","Fish","Mackerel, unspecified",100741,9503
"FB 181","Table 5c",1989,"Monterey","Fish","Opah",15889,6740
"FB 181","Table 5c",1989,"Monterey","Fish","Sablefish",831794,268599
"FB 181","Table 5c",1989,"Monterey","Fish","Salmon",11830,26459
"FB 181","Table 5c",1989,"Monterey","Fish","Salmon, Chinook",952181,2369424
"FB 181","Table 5c",1989,"Monterey","Fish","Salmon, coho",2806,6046
"FB 181","Table 5c",1989,"Monterey","Fish","Sanddab",148565,56685
"FB 181","Table 5c",1989,"Monterey","Fish","Sardine, Pacific",524689,72030
"FB 181","Table 5c",1989,"Monterey","Fish","Seabass, white",657,1341
"FB 181","Table 5c",1989,"Monterey","Fish","Shad, American",668,152
"FB 181","Table 5c",1989,"Monterey","Fish","Shark, bigeye thresher",2738,3016
"FB 181","Table 5c",1989,"Monterey","Fish","Shark, brown smoothhound",182,264
"FB 181","Table 5c",1989,"Monterey","Fish","Shark, leopard",9459,8016
"FB 181","Table 5c",1989,"Monterey","Fish","Shark, Pacific angel",1877,844
"FB 181","Table 5c",1989,"Monterey","Fish","Shark, salmon",135,68
"FB 181","Table 5c",1989,"Monterey","Fish","Shark, shortfin mako",13932,17820
"FB 181","Table 5c",1989,"Monterey","Fish","Shark, soupfin",10780,9330
"FB 181","Table 5c",1989,"Monterey","Fish","Shark, thresher",57998,89190
"FB 181","Table 5c",1989,"Monterey","Fish","Shark, unspecified",8122,4591
"FB 181","Table 5c",1989,"Monterey","Fish","Shark, white",670,268
"FB 181","Table 5c",1989,"Monterey","Fish","Skate, unspecified",63647,16530
"FB 181","Table 5c",1989,"Monterey","Fish","Smelt, night",1,0.3
"FB 181","Table 5c",1989,"Monterey","Fish","Smelt, surf",688,322
"FB 181","Table 5c",1989,"Monterey","Fish","Smelt, whitebait",2258,1542
"FB 181","Table 5c",1989,"Monterey","Fish","Smelts, true",985,313
"FB 181","Table 5c",1989,"Monterey","Fish","Sole, Dover",622899,159599
"FB 181","Table 5c",1989,"Monterey","Fish","Sole, English",440077,163550
"FB 181","Table 5c",1989,"Monterey","Fish","Sole, petrale",211144,174808
"FB 181","Table 5c",1989,"Monterey","Fish","Sole, rex",75583,26464
"FB 181","Table 5c",1989,"Monterey","Fish","Sole, rock",76,27
"FB 181","Table 5c",1989,"Monterey","Fish","Sole, sand",6664,5099
"FB 181","Table 5c",1989,"Monterey","Fish","Sole, unspecified",5862,2579
"FB 181","Table 5c",1989,"Monterey","Fish","Sunfish, ocean",5,6
"FB 181","Table 5c",1989,"Monterey","Fish","Surfperch, unspecified",9055,2733
"FB 181","Table 5c",1989,"Monterey","Fish","Swordfish",372312,1388309
"FB 181","Table 5c",1989,"Monterey","Fish","Thornyheads (unspecified)",77382,21250
"FB 181","Table 5c",1989,"Monterey","Fish","Tuna, albacore",241294,169576
"FB 181","Table 5c",1989,"Monterey","Fish","Tuna, bluefin",261,388
"FB 181","Table 5c",1989,"Monterey","Fish","Tuna, skipjack",82,24
"FB 181","Table 5c",1989,"Monterey","Fish","Tuna, unspecified",690,1127
"FB 181","Table 5c",1989,"Monterey","Fish","Tuna, yellowfin",190,360
"FB 181","Table 5c",1989,"Monterey","Fish","Turbot",4,2
"FB 181","Table 5c",1989,"Monterey","Fish","Whiting, Pacific",41,101
"FB 181","Table 5c",1989,"Monterey","Fish","Yellowtail",69,37
"FB 181","Table 5c",1989,"Monterey","Miscellaneous invertebrates","Worms, marine",22,143
"FB 181","Table 5c",1989,"Monterey","Mollusks","Abalone, black",2173,767
"FB 181","Table 5c",1989,"Monterey","Mollusks","Limpet, unspecified",239,239
"FB 181","Table 5c",1989,"Monterey","Mollusks","Octopus, unspecified",7289,7452
"FB 181","Table 5c",1989,"Monterey","Mollusks","Sea slug",0.2,6
"FB 181","Table 5c",1989,"Monterey","Mollusks","Squid, market",15753025,1474086
"FB 181","Table 5c",1989,"Monterey","Rockfish","Rockfish, black",3347,776
"FB 181","Table 5c",1989,"Monterey","Rockfish","Rockfish, black-and-yellow",13,17
"FB 181","Table 5c",1989,"Monterey","Rockfish","Rockfish, blackgill",525,263
"FB 181","Table 5c",1989,"Monterey","Rockfish","Rockfish, blue",12888,5362
"FB 181","Table 5c",1989,"Monterey","Rockfish","Rockfish, brown",19402,6515
"FB 181","Table 5c",1989,"Monterey","Rockfish","Rockfish, canary",130,41
"FB 181","Table 5c",1989,"Monterey","Rockfish","Rockfish, chilipepper",3131,891
"FB 181","Table 5c",1989,"Monterey","Rockfish","Rockfish, China",7723,3636
"FB 181","Table 5c",1989,"Monterey","Rockfish","Rockfish, copper",23,29
"FB 181","Table 5c",1989,"Monterey","Rockfish","Rockfish, copper (whitebelly)",164,163
"FB 181","Table 5c",1989,"Monterey","Rockfish","Rockfish, cowcod",12471,3894
"FB 181","Table 5c",1989,"Monterey","Rockfish","Rockfish, gopher",8,10
"FB 181","Table 5c",1989,"Monterey","Rockfish","Rockfish, group bocaccio/chilipepper",1953405,675749
"FB 181","Table 5c",1989,"Monterey","Rockfish","Rockfish, group bolina",9555,8090
"FB 181","Table 5c",1989,"Monterey","Rockfish","Rockfish, group gopher",74125,101065
